Nombre,Letra,Versos
"El Diario de Murcia, 18/04/1880","Tengo un corazón más grande que la voluntad de Dios, porque Dios no te perdona ¡ay, soleá, soleá!, lo que te perdono yo.","Tengo un corazón más grande
que la voluntad de Dios,
porque Dios no te perdona
¡ay, soleá, soleá!,
lo que te perdono yo."
"On the Trail of Don Quixote: Being a Record of Rambles in the Ancient Province of La Mancha (Augusto Floriano Jaccaci, 1896)","Te quiero más que a mi vida; te quiero más que a mi madre y, aunque sea un pecado, más que a la Virgen del Carmen.","Te quiero más que a mi vida;
te quiero más que a mi madre
y, aunque sea un pecado,
más que a la Virgen del Carmen."
"L'Espagne du quatrième centenaire de la découverte du Nouveau-Monde: exposition historique de Madrid, 1892-1893 (Émile de Molènes, 1893)","Dos besos tengo en memoria que no se apartan de mí: el último de mi madre, Niña de mi corazón y el primero que te di.","Dos besos tengo en memoria
que no se apartan de mí:
el último de mi madre,
Niña de mi corazón
y el primero que te di."
Elena Font,"Me dices que era un gato el que entró por tu ventana. En la vida he visto yo, serrano de mi querer, un gato negro y con sotana.","Me dices que era un gato
el que entró por tu ventana.
En la vida he visto yo,
serrano de mi querer,
un gato negro y con sotana."
El Mochuelo,"Me acuerdo de ti más veces que hojitas tiene un manzano, que peras tiene un peral, alma mía y de los dos, que avellanas un avellano. Tienes el corazón más negro que el cuervo tiene las plumas; que a un hijo de tus entrañas, Soleá y no puedo más, lo echaste de la cuna.","Me acuerdo de ti más veces
que hojitas tiene un manzano,
que peras tiene un peral,
alma mía y de los dos,
que avellanas un avellano.
Tienes el corazón más negro
que el cuervo tiene las plumas;
que a un hijo de tus entrañas,
Soleá y no puedo más,
lo echaste de la cuna."
Francisco Amate,"Al pié de un árbol sin fruto, me pusé a considerar las fatiguitas que pasa, Soleá, triste de mí, y el marinero en el mar. Al pie de una cruz bendita me puse a considerar las fatiguitas que pasan, niña de mi corazón, el marinero en el mar. Antiguamente eran dulces todas las aguas del mar; escupió mi niña en ellas y se volvieron salás. Cuando yo esté en la agonía, siéntate a mi cabecera; fija tu vista en la mía, Soleá, triste de mí, que puede ser que no muera. En el cementerio entré. Le dijé al sepulturero que levantara la loza, Soleá, triste de mí, la de los ojitos negros. En el cementerio entré; le dije al sepulturero que levantara la piedra, niña de mi corazón. la de los ojitos negros. En la Habana nací yo debajo de una palmera; un negro me abautizó, madre de mi corazón, y me puso Pertenera. Estando cogiendo piñas en el pinar del amor, del tronco saltó una astilla, Soleá, triste de mí; se clavó en mi corazón; muerto soy; quiéreme, niña. Las lágrimas, siendo agua, suelen convertirse en sangre cuando las arranca un hijo, niña de mi corazón, de los ojos de su madre. Quien te puso Petenera no supo ponerte nombre, que te debía de haberte puesto la perdición de los hombres. Señor alcalde mayor, yo soy una americana que canto la pertenera, niña de mi corazón, al estilo de la Habana. Válgame, Dios de los cielos; ¡Qué penosito es mi mal!; suspirando tengo alivio, Soleá, triste de mí, y no puedo suspirar. Yo no sé que tienen, madre, las flores del camposanto; cuando el viento las menea, niña de mi corazón, parecen que están llorando.","Al pié de un árbol sin fruto,
me pusé a considerar
las fatiguitas que pasa,
Soleá, triste de mí,
y el marinero en el mar.
Al pie de una cruz bendita
me puse a considerar
las fatiguitas que pasan,
niña de mi corazón,
el marinero en el mar.
Antiguamente eran dulces
todas las aguas del mar;
escupió mi niña en ellas
y se volvieron salás.
Cuando yo esté en la agonía,
siéntate a mi cabecera;
fija tu vista en la mía,
Soleá, triste de mí,
que puede ser que no muera.
En el cementerio entré.
Le dijé al sepulturero
que levantara la loza,
Soleá, triste de mí,
la de los ojitos negros.
En el cementerio entré;
le dije al sepulturero
que levantara la piedra,
niña de mi corazón.
la de los ojitos negros.
En la Habana nací yo
debajo de una palmera;
un negro me abautizó,
madre de mi corazón,
y me puso Pertenera.
Estando cogiendo piñas
en el pinar del amor,
del tronco saltó una astilla,
Soleá, triste de mí;
se clavó en mi corazón;
muerto soy; quiéreme, niña.
Las lágrimas, siendo agua,
suelen convertirse en sangre
cuando las arranca un hijo,
niña de mi corazón,
de los ojos de su madre.
Quien te puso Petenera
no supo ponerte nombre,
que te debía de haberte puesto
la perdición de los hombres.
Señor alcalde mayor,
yo soy una americana
que canto la pertenera,
niña de mi corazón,
al estilo de la Habana.
Válgame, Dios de los cielos;
¡Qué penosito es mi mal!;
suspirando tengo alivio,
Soleá, triste de mí,
y no puedo suspirar.
Yo no sé que tienen, madre,
las flores del camposanto;
cuando el viento las menea,
niña de mi corazón,
parecen que están llorando."
"Flores de España: Peteneras Sevillanas (Isidoro Hernández, 1888)","Señor alcalde mayor, no prenda usté a los ladrones, que tiene usté una hija, niña de mi corazón, que roba los corazones.","Señor alcalde mayor,
no prenda usté a los ladrones,
que tiene usté una hija,
niña de mi corazón,
que roba los corazones."
Peteneras (Federico Liñán),"Desde que vine al mundo vine sólo a padecer, pero voy ya mejorando desde el día que te hablé. Dos besos tengo en memoria que no se apartan de mí: el último de mi madre, Niña de mi corazón y el primero que te di.","Desde que vine al mundo
vine sólo a padecer,
pero voy ya mejorando
desde el día que te hablé.
Dos besos tengo en memoria
que no se apartan de mí:
el último de mi madre,
Niña de mi corazón
y el primero que te di."
"Folk Songs from the Spanish (Helen Granville-Barker, 1899)","Cuando salí de Sevilla, volví la cara llorando; Adiós, tierrecita mía, qué lejos te vas quedando!","Cuando salí de Sevilla,
volví la cara llorando;
Adiós, tierrecita mía,
qué lejos te vas quedando!"
Danzas españolas: Peteneras Sevillanas (F. García Navas),"Hasta los caracolitos que hay a la orilla del mar me aconsejan que te olvide, niña de mi corazón; yo no te puedo olvidar Los cantares que yo canto son pedazos del dolor que no cabiendo en el pecho, ¡ay! Soleá, Soleá, se salen entre mi voz. Quien te puso Petenera no supo ponerte nombre, que te debía de haberte puesto la perdición de los hombres. Señor alcalde mayor, no prenda usté a los ladrones, que tiene usté una hija, niña de mi corazón, que roba los corazones.","Hasta los caracolitos
que hay a la orilla del mar
me aconsejan que te olvide,
niña de mi corazón;
yo no te puedo olvidar
Los cantares que yo canto
son pedazos del dolor
que no cabiendo en el pecho,
¡ay! Soleá, Soleá,
se salen entre mi voz.
Quien te puso Petenera
no supo ponerte nombre,
que te debía de haberte puesto
la perdición de los hombres.
Señor alcalde mayor,
no prenda usté a los ladrones,
que tiene usté una hija,
niña de mi corazón,
que roba los corazones."
"Die Cantes Flamencos (Hugo Schuchardt, 1881)","En La Habana nasí yo debajo de una parmera; ¡ay!, me echaron el agua cantando la petenera.","En La Habana nasí yo
debajo de una parmera;
¡ay!, me echaron el agua
cantando la petenera."
"La Iberia, 02/11/1880","Señor alcalde mayor, no prenda usté á los ladrones, porque en tiempos en que estamos el que no roba no come.","Señor alcalde mayor,
no prenda usté á los ladrones,
porque en tiempos en que estamos
el que no roba no come."
"La Iberia, 19/10/1884","Aunque me marcho de España, no me debo despedir; ¿qué importa que yo me marche, niños de mi corazón, si me dejo el alma aquí?","Aunque me marcho de España,
no me debo despedir;
¿qué importa que yo me marche,
niños de mi corazón,
si me dejo el alma aquí?"
"El Imparcial, 01/06/1884","Quien te puso petenera no supo ponerte nombre, porque te debió poner la perdición de colores.","Quien te puso petenera
no supo ponerte nombre,
porque te debió poner
la perdición de colores."
"El Imparcial, 01/08/1882","Quien te puso petenera no supo ponerte nombre, porque te debió poner cante de conservadores.","Quien te puso petenera
no supo ponerte nombre,
porque te debió poner
cante de conservadores."
"El Imparcial, 02/09/1884","Señor alcalde mayor, usted no prender ladrones porque usted tener una hija que roba mis pantalones.","Señor alcalde mayor,
usted no prender ladrones
porque usted tener una hija
que roba mis pantalones."
"El Imparcial, 15/10/1884","Dicen que es tu cara un cielo pero yo digo que no; que sólo un sol tiene el cielo, y tu cara tiene dos.","Dicen que es tu cara un cielo
pero yo digo que no;
que sólo un sol tiene el cielo,
y tu cara tiene dos."
"Spanish Petenera (Laura Alexandrine Smith, 1889)","Déjame memoria triste; no me estás atormentando; se la quise o no la quise, niña de mi corazón, no me estás recordando.","Déjame memoria triste;
no me estás atormentando;
se la quise o no la quise,
niña de mi corazón,
no me estás recordando."
"Peteneras cantadas por Lola la Jerezana en Almería 1884. Recogida en el libro Almería por Tarantas. Cafés cantantes y artistas de la tierra (Antonio Sevillano, 1881)","A un Cristo que hay en mi cuarto mis penas le conté yo; ¡que cosas no le diría! que el Santo Cristo lloró. Échame, si no me quieres, una maldición gitana, que los ángeles te lleven en procesión a mi cama.","A un Cristo que hay en mi cuarto
mis penas le conté yo;
¡que cosas no le diría!
que el Santo Cristo lloró.
Échame, si no me quieres,
una maldición gitana,
que los ángeles te lleven
en procesión a mi cama."
"Madrid Cómico, 01/05/1881","He visto conchas sin perlas y capillas sin altar, ¡un corazón sin amores, eso no lo vi jamás! Las esperanzas que das son la espuma de los mares, que el mar es el que las forma y el mismo mar las deshace. Piedrecita de la calle, serrana, quisiera ser, para que tú me pisaras ... y yo besarte los pies. Tu querer es del toro, que lo mismito se vá tras de una capa de seda como de una de percal.","He visto conchas sin perlas
y capillas sin altar,
¡un corazón sin amores,
eso no lo vi jamás!
Las esperanzas que das
son la espuma de los mares,
que el mar es el que las forma
y el mismo mar las deshace.
Piedrecita de la calle,
serrana, quisiera ser,
para que tú me pisaras ...
y yo besarte los pies.
Tu querer es del toro,
que lo mismito se vá
tras de una capa de seda
como de una de percal."
"Madrid Cómico, 01/08/1880","Por la puerta de mi casa, no vuelvas, niña, á pasar, que hay gente durmiendo al fresco, ¡niña de mi corazón!, y no hay un municipal. Señor Alcalde mayor, baje de su carretela y vea usté las tertulias, ¡ay, Soleá, Soleá!, que se arman en las aceras.","Por la puerta de mi casa,
no vuelvas, niña, á pasar,
que hay gente durmiendo al fresco,
¡niña de mi corazón!,
y no hay un municipal.
Señor Alcalde mayor,
baje de su carretela
y vea usté las tertulias,
¡ay, Soleá, Soleá!,
que se arman en las aceras."
"La Moda Elegante, 06/03/1884","Cuando á mi niña, morena, llevaron á bautizar, se chupó la sal y dijo: ¡ay, Soleá, Soleá!, pae cura, eche uté má.","Cuando á mi niña, morena,
llevaron á bautizar,
se chupó la sal y dijo:
¡ay, Soleá, Soleá!,
pae cura, eche uté má."
"Cantos andaluces: Coplas de contrabandistas, cuapos, chavales y matones del cantaor Silverio - Me miro de arriba abajo (petenera) (Felipe Pedrell, 1905)","¡Ay, que se me lleva er aire! ¡Ay, que er aire se me lleva! ¡Ay, que se me lleva er aire! Nena de mi corazón, er aire de mi morena. Me miró de arriba abajo y luego te miró a ti; alegría me da el verte, nena de mi corazón, y peniya er berme a mí.","¡Ay, que se me lleva er aire!
¡Ay, que er aire se me lleva!
¡Ay, que se me lleva er aire!
Nena de mi corazón,
er aire de mi morena.
Me miró de arriba abajo
y luego te miró a ti;
alegría me da el verte,
nena de mi corazón,
y peniya er berme a mí."
Peteneras (Modesto y Vicente Romero),"Niño que descalzo y en cueros vas llorando por la calle, ven acá y llora conmigo, alma de mi corazón, que tampoco tengo madre, que la perdí siendo niño.","Niño que descalzo y en cueros
vas llorando por la calle,
ven acá y llora conmigo,
alma de mi corazón,
que tampoco tengo madre,
que la perdí siendo niño."
"Narraciones españolas y americanas (Pedro Sañudo Autrán, 1886)","Cuando tú me hayas matado, cuando yo no exista ya, cantándome peteneras que me lleven á enterrar.","Cuando tú me hayas matado,
cuando yo no exista ya,
cantándome peteneras
que me lleven á enterrar."
"Peteneras Antiguas (Francisco Rodríguez Marín, 1882)","Me miró de arriba abajo y luego te miró a ti; alegría me da el verte, nena de mi corazón, y peniya er berme a mí.","Me miró de arriba abajo
y luego te miró a ti;
alegría me da el verte,
nena de mi corazón,
y peniya er berme a mí."
